IDU,Inf,Nome,Clube,Posição,Melhor Papel,Idade,Jogos,Gls,xG,xG/90,Remt/90,Remt/90,% Remates,Ast,xA,xA/90,Ps C/90,Passes Pr/90,PC/90,% Passe,Sof/90,xGP/90,% Df,Crz Con/90,Crz T/90,Fnt/90,Cab Dec/90,Des Dec/90,Des/90,M Des,Pres C/90,Poss Con/90,Cl Med,Valor Estimado,Capacidade,Pé Esquerdo,Pé Direito,Nac,2ª Nac,Altura,Personalidade,Valor,Preço Exigido,TSB,Soc,Acl,Agi,Agr,Aer,Ant,AF,Bra,Cab,Cnt,Cmd,Cmp,Com,Cnc,Cruz,Decis,Des,Det,Eql,Exc,Fnl,Fnt,For,Imp,Imp,In Tr,Jg Mãos,Lan,LnçL,Lid,Liv,Mar,Pen,Pas,Pont,Pos,Pri,Ref,Rem Lo,Res,SB,Téc,Tr Eq,1x1,Vel,Vis
48037391,,- -,-,,Médio Recuperador de Bolas,24,3 (4),1,"0,08","0,03","0,83","0,42",50%,0,"0,00","0,00","67,50","7,92","1,67",96%,-,-,-,"0,00","0,00",-,"0,00","0,00","1,67",100%,"2,50","7,50",6.90,145M R$ - 185M R$,,Fraco,Muito Forte,FRA,,185 cm,,-,-,1-5,1-4,14-18,12-15,13-17,1-5,11-14,12-16,15-18,10-14,6-10,1-4,11-14,1-3,9-13,10-14,11-14,15,13-16,14-17,1-2,9-12,11-14,11,14,8-12,16,1-4,1-4,4-7,11-15,11-14,9-13,4-7,15,1-3,13-16,15,1-4,11,13-16,10-13,14-17,13-17,1-4,12-16,15
43167354,,- -,-,,Médio Centro,25,6,0,"0,37","0,07","0,55","0,18",33%,1,"1,09","0,20","62,58","4,60","0,55",90%,-,-,-,"0,00","0,18","0,37","0,00","0,18","1,84",63%,"3,31","15,09",6.93,230M R$ - 350M R$,,Razoável,Muito Forte,ITA,,186 cm,,-,-,1,2-5,11-14,10-14,13-16,1-3,11-15,13-16,14-18,10-13,9-12,2-5,11-15,1-5,11-14,10-13,13-16,16,15-19,13-17,2-5,10-14,9-13,13,13,11-14,15,2-5,1-4,5-9,13-16,9-13,10-13,8-12,15,1-3,13-17,15,1-4,14,14-17,10-14,15-18,14-17,1-3,9-12,14
43424567,,- -,-,,Construtor de Jogo Recuado,21,4 (3),0,"0,02","0,00","0,45","0,00",0%,0,"0,57","0,13","59,25","6,51","1,12",84%,-,-,-,"0,22","0,22","0,90","0,00","0,00","2,92",87%,"4,94","9,20",6.81,64M R$ - 82M R$,,Razoável,Muito Forte,ALB,ITA,175 cm,,-,-,1-3,1-2,13-16,10-14,10-13,1-3,12-16,13-16,10-13,6-9,9-12,1-4,13-17,2-6,9-12,11-14,9-13,10,13-17,11-14,1-3,8-11,9-13,11,10,6-9,9-13,3-6,1-4,4-8,10-13,11-14,6-9,11-15,15,1-4,12-15,15,1-2,10-14,13-17,12-16,10-14,13-16,1,11-14,14
19297055,Ass,- -,-,,Construtor de Jogo Recuado,25,10,1,"1,29","0,14","0,85","0,43",50%,3,"1,92","0,20","57,69","6,82","1,81",88%,-,-,-,"0,00","0,43","1,07","0,32","0,00","2,88",93%,"4,69","13,44",7.17,790M R$ - 930M R$,,Fraco,Muito Forte,BRA,ESP,182 cm,Equilibrado,-,-,2,3,12,13,12,3,15,14,15,11,11,3,17,1,15,12,15,14,14,12,3,13,16,13,14,13,16,3,3,5,12,12,13,11,18,1,15,17,1,12,14,14,16,15,1,13,17
91193048,,- -,-,,Construtor de Jogo Avançado,20,9 (1),1,"2,38","0,30","2,85","0,99",35%,1,"1,59","0,20","38,93","1,74","1,49",90%,-,-,-,"0,25","0,99","1,24","0,00","0,00","1,49",80%,"3,97","10,29",6.97,250M R$ - 360M R$,,Bastante Forte,Muito Forte,GER,,176 cm,Cheio de Energia,-,-,2,1,14,15,13,2,14,13,13,7,12,1,14,3,12,11,13,9,15,12,1,13,15,8,15,8,16,2,1,5,8,11,6,11,15,2,8,15,2,13,14,14,16,14,3,13,15
43500350,Ass,- -,-,,Ponta-de-Lança,19,9,2,"4,91","0,58","3,75","1,41",38%,3,"1,12","0,13","26,48","1,29","0,94",78%,-,-,-,"0,23","1,17","2,93","0,00","0,00","1,29",69%,"3,28","6,09",7.32,160M R$ - 260M R$,,Razoável,Muito Forte,ITA,CIV,172 cm,,-,-,-,-,14-20,-,6-12,-,-,15-20,-,3-9,-,-,9-17,-,-,8-14,13-19,-,11-19,15-20,-,12-20,11-19,9-17,11-17,1-7,13-19,-,-,-,-,-,-,5-13,10-16,-,-,10-18,-,10-16,14-20,8-16,16-20,6-12,-,9-15,6-12
72048035,,- -,-,,Médio Recuperador de Bolas,25,1 (4),1,"0,26","0,16","1,84","0,61",33%,0,"0,00","0,00","40,41","3,06","0,61",90%,-,-,-,"0,00","0,00","1,84","0,00","0,61","3,06",100%,"5,51","7,35",7.60,120M R$ - 155M R$,,Bastante Forte,Muito Forte,USA,,185 cm,,-,-,-,-,11-16,12-17,14-19,-,-,15-20,12-19,13-20,-,-,-,-,-,8-13,-,13-20,17-20,11-18,-,9-16,10-15,16-20,9-15,9-15,10-15,-,-,-,10-15,-,-,-,10-15,-,6-13,12-17,-,5-10,12-17,13-18,7-12,13-20,-,12-19,9-16
45104608,,- -,-,,Construtor de Jogo Avançado,22,8,1,"0,75","0,10","1,48","0,54",36%,1,"1,23","0,17","31,08","2,15","2,02",80%,-,-,-,"0,67","5,38","0,54","0,00","0,00","1,61",71%,"2,83","6,59",6.74,165M R$ - 230M R$,,Muito Forte,Razoável,JPN,,167 cm,Equilibrado,-,-,2,2,14,14,8,1,15,10,12,7,14,1,14,2,14,12,15,6,8,15,1,14,15,12,15,7,14,3,1,8,7,12,6,10,15,1,7,15,2,11,13,14,15,15,2,12,15
28112986,,- -,-,,Extremo invertido,22,8 (1),0,"0,34","0,06","0,36","0,18",50%,1,"1,07","0,19","27,29","4,70","2,53",77%,-,-,-,"0,00","1,27","3,61","0,00","0,00","2,53",88%,"5,60","5,06",6.94,290M R$ - 420M R$,,Bastante Forte,Muito Forte,ENG,GHA,178 cm,Bastante Ambicioso,-,-,3,2,16,15,7,4,10,12,6,7,10,1,14,1,14,15,13,5,10,12,3,9,15,8,15,8,14,3,3,3,6,12,5,8,15,1,9,15,3,8,12,15,15,9,1,15,14
78088553,,- -,-,,Extremo invertido,24,6,0,"0,08","0,02","0,47","0,00",0%,1,"0,79","0,19","31,58","3,32","3,09",87%,-,-,-,"0,71","9,74","3,09","0,00","0,00","2,14",82%,"4,04","4,27",6.95,42M R$ - 49M R$,,Razoável,Muito Forte,URU,,172 cm,Equilibrado,-,-,3,1,16,15,13,3,13,12,10,8,14,2,11,3,9,15,10,5,11,9,3,13,15,7,16,7,13,1,1,6,7,14,5,9,13,3,7,16,1,15,10,13,15,11,1,15,14
78088646,,- -,-,,Extremo invertido,23,10 (1),6,"4,55","0,58","4,72","2,68",57%,2,"1,85","0,24","22,44","1,02","1,02",87%,-,-,-,"0,38","0,64","0,89","0,13","0,00","1,53",75%,"2,93","2,80",7.24,185M R$ - 270M R$,,Muito Forte,Bastante Forte,URU,,177 cm,Bastante Determinado,-,-,3,3,15,15,12,1,12,12,9,7,10,2,12,1,10,12,13,6,15,12,3,13,14,8,16,8,12,2,2,11,10,12,7,6,13,1,7,14,3,13,12,13,15,13,2,14,13
67288555,,- -,-,,Construtor de Jogo Avançado,20,9,4,"1,58","0,19","1,48","0,74",50%,1,"1,27","0,16","48,93","4,43","1,60",86%,-,-,-,"0,37","1,84","1,60","0,00","0,12","2,95",77%,"5,16","8,36",7.44,300M R$ - 370M R$,,Bastante Forte,Muito Forte,NED,ESP,172 cm,Cheio de Energia,-,-,1-5,1-2,15,12-15,15,1-3,10-13,14-18,13-16,6,5-9,1-4,13-16,1-3,9-13,10,13,8-12,16,12-15,1-4,12,14,11,15,7,14,1-5,2-5,4-7,8-12,10-13,5-9,8,14,1-3,9-12,16,2-5,10,15,13,16,12-16,1-2,14,14
28109599,,- -,-,,Extremo invertido,23,1 (3),2,"0,27","0,18","2,67","2,67",100%,0,"0,00","0,00","29,33","2,67","2,00",86%,-,-,-,"1,33","6,00","0,67","0,00","0,00","4,00",67%,"5,33","4,67",7.15,165M R$ - 220M R$,,Bastante Forte,Muito Forte,ENG,,182 cm,,-,-,-,-,14-19,10-17,11-16,-,-,11-16,9-16,1-5,-,-,10-16,-,-,10-15,13-18,-,12-18,13-20,-,10-17,10-17,6-12,12-17,7-12,15-20,-,-,-,-,-,-,6-13,13-18,-,-,11-17,-,13-18,14-19,10-17,15-20,10-15,-,9-14,10-15
2002052556,,- -,-,,Extremo invertido,22,1,0,"0,03",-,-,-,0%,0,"0,00",-,-,-,-,62%,-,-,-,-,-,-,-,-,-,100%,-,-,6.80,125M R$ - 175M R$,,Muito Forte,Muito Forte,ENG,,181 cm,Bastante Determinado,-,-,3,2,13,12,10,2,8,15,9,13,10,3,10,1,10,11,11,8,15,12,2,14,13,11,13,12,12,3,3,6,7,10,6,13,12,1,14,10,3,14,12,15,14,12,1,13,9
18110528,,- -,-,,Construtor de Jogo Avançado,22,8,1,"2,38","0,35","2,33","0,44",19%,4,"0,99","0,14","33,88","2,62","1,89",90%,-,-,-,"0,00","0,29","1,31","0,00","0,00","1,89",100%,"3,93","12,07",7.22,170M R$ - 260M R$,,Muito Forte,Razoável,BEL,,192 cm,Bastante Profissional,-,-,3,4,13,13,8,3,12,12,11,13,10,2,13,3,14,12,13,11,13,14,3,13,14,13,16,15,13,3,2,11,8,10,7,13,15,1,11,16,2,12,13,14,16,15,3,14,15
72051281,Int,- -,-,,Construtor de Jogo Avançado,20,8,0,"0,60","0,09","0,58","0,15",25%,0,"0,72","0,10","37,08","3,93","2,04",78%,-,-,-,"0,73","4,80","3,34","0,00","0,00","2,33",73%,"5,38","5,82",7.04,190M R$ - 230M R$,,Bastante Forte,Muito Forte,USA,POR,185 cm,,-,-,-,-,8-14,-,6-12,-,-,10-16,-,3-9,-,-,9-17,-,-,7-13,10-16,-,4-12,9-17,-,8-16,16-20,4-12,12-20,8-16,11-17,-,-,-,-,-,-,10-16,9-15,-,-,9-17,-,11-17,11-17,13-19,13-19,9-15,-,11-17,10-16
19320258,,- -,-,,Extremo invertido,23,9,2,"2,08","0,26","2,58","0,86",33%,0,"2,18","0,27","30,98","1,60","1,35",84%,-,-,-,"0,49","1,35","3,32","0,12","0,00","2,46",74%,"3,57","5,78",6.93,360M R$ - 510M R$,,Bastante Forte,Muito Forte,BRA,,178 cm,Cheio de Energia,-,-,2,1,15,13,12,3,11,17,13,6,8,2,12,1,11,9,11,10,15,15,3,14,14,14,14,12,15,1,1,7,7,9,5,11,13,3,8,14,2,13,14,13,14,10,4,15,13
18115012,Ass,- -,-,,Médio Recuperador de Bolas,19,1 (3),0,"0,03","0,02","0,53","0,53",100%,1,"0,51","0,27","56,84","4,74","0,53",85%,-,-,-,"0,00","0,00","1,58","0,00","0,00","2,11",100%,"2,63","11,05",6.83,240M R$ - 390M R$,,Fraco,Muito Forte,BEL,,180 cm,,-,-,-,-,10-18,-,9-17,-,-,9-17,6-12,7-13,-,-,-,-,-,1-9,-,14-20,11-17,7-13,-,2-8,10-18,10-16,12-18,8-14,12-20,-,-,-,6-14,-,-,-,9-17,-,7-13,10-16,-,7-15,9-17,-,10-18,16-20,-,14-20,14-20
27122565,,- -,-,,Avançado Recuado,24,6 (2),3,"4,32","0,80","5,34","2,21",41%,1,"1,21","0,22","27,42","1,47","1,47",85%,-,-,-,"0,18","1,29","0,55","0,55","0,00","1,66",90%,"3,87","7,18",7.05,70M R$ - 86M R$,,Bastante Forte,Muito Forte,DEN,,190 cm,,-,-,1-3,1-2,11,10-14,11-14,2-5,11-15,13-16,13-16,15,1-2,1-3,14-18,1-4,10-13,7-10,10-14,6-9,15-19,14-17,1,13,9-13,16,12-15,17,9-13,2-5,1-4,2-6,6-9,11-14,4-7,15-19,14,1-3,5-8,15,1-3,8-12,11-15,12-16,13-17,13-16,1-3,11,14-17
28108036,,- -,-,,Médio Recuperador de Bolas,23,10,0,"1,19","0,14","1,17","0,47",40%,0,"0,27","0,03","53,28","3,96","1,17",88%,-,-,-,"0,12","0,58","1,63","0,12","0,12","2,80",80%,"5,13","9,44",6.82,260M R$ - 420M R$,,Bastante Forte,Muito Forte,ENG,SCO,182 cm,,-,-,-,-,12-17,12-17,14-19,-,-,13-18,10-17,6-13,-,-,-,-,-,9-14,-,11-18,17-20,6-13,-,9-16,11-16,12-17,9-15,8-14,12-17,-,-,-,8-13,-,-,-,10-15,-,8-15,13-18,-,7-12,13-18,12-17,8-13,13-20,-,11-18,11-18
42077304,,- -,-,,Extremo invertido,24,0 (4),0,"0,27","0,25","2,73","0,91",33%,0,"0,00","0,00","22,73","1,82",-,69%,-,-,-,"0,00","0,00",-,"0,00","0,00","0,91",50%,"4,55","5,45",6.53,72M R$ - 115M R$,,Bastante Forte,Muito Forte,ISR,POR,167 cm,,-,-,2-6,1-4,9-15,11-17,3-9,2-6,11-17,9-15,7-11,8-12,8-12,1-3,13-17,1-5,10-14,10-16,11-15,8-12,13-17,8-12,1-3,9-13,15-20,11-15,9-13,4-8,9-13,1-5,1-4,8-12,7-13,9-13,6-10,1-6,10-16,1-6,4-8,12-16,1-4,11-15,11-15,11-17,13-17,11-15,2-6,14-18,12-16
43269242,,- -,-,,Médio Recuperador de Bolas,24,6,0,"1,24","0,23","1,28","0,18",14%,2,"1,19","0,22","55,20","5,10","1,09",86%,-,-,-,"0,00","0,55","1,46","0,00","0,00","2,00",79%,"4,74","12,94",6.85,56M R$ - 86M R$,,Muito Forte,Bastante Forte,ITA,,188 cm,,-,-,1-4,1-5,9-13,11-15,11-15,2-5,14-18,11-15,10-13,12-15,5-8,1-5,12-15,1-2,13-16,7-11,11-15,13,14-17,11-14,1-4,9-12,11-15,14,8,14-17,14,1-2,1-3,9-12,7-11,6-9,12-15,10-14,13,1-4,10-13,13,1,15,12-16,14-18,10-14,15-18,1-3,13-16,13
92092175,,- -,-,,Avançado Trabalhador,23,10,7,"5,72","0,59","3,21","1,35",42%,1,"0,53","0,05","26,20","1,35","0,52",80%,-,-,-,"0,52","1,55","1,24","0,21","0,00","1,35",62%,"3,94","4,25",7.30,72M R$ - 94M R$,,Razoável,Muito Forte,USA,,185 cm,,-,-,-,-,12-19,8-13,13-20,-,-,13-20,14-19,11-17,-,-,10-15,-,-,5-12,9-14,-,13-18,13-18,-,14-19,5-10,11-16,5-12,9-16,14-19,-,-,-,-,-,-,11-16,8-15,-,-,11-16,-,7-12,12-17,10-15,8-13,12-18,-,11-17,8-14
49047182,,- -,-,,Médio Recuperador de Bolas,22,5 (2),0,"0,64","0,13","1,20","0,00",0%,2,"0,27","0,05","57,00","4,80","1,00",89%,-,-,-,"0,20","0,60","0,40","0,20","0,00","2,20",69%,"4,40","14,80",7.08,175M R$ - 250M R$,,Fraco,Muito Forte,FRA,CIV,185 cm,Bastante Determinado,-,-,1,3,14,13,16,2,13,15,16,11,4,3,13,3,12,8,13,15,15,13,1,10,16,16,16,13,15,1,4,4,6,4,12,7,14,3,12,13,2,12,15,12,15,13,2,13,13
14172522,,- -,-,,Médio Ofensivo,22,7,1,"2,27","0,39","2,75","0,52",19%,2,"1,07","0,18","31,95","2,40","2,40",89%,-,-,-,"0,69","6,01","2,58","0,00","0,00","3,09",90%,"5,15","4,64",7.14,110M R$ - 170M R$,,Fraco,Muito Forte,ARG,ITA,171 cm,,-,-,-,-,12-16,13-17,11-15,-,12-16,12-16,7-11,1-6,13-17,-,10-14,-,12-16,10-14,13-19,3-9,10-14,13-17,-,10-14,12-16,3-7,16-20,5-9,10-16,-,-,1-4,5-9,11-15,-,14-18,13-17,-,6-10,11-15,-,13-19,11-17,12-16,14-20,10-16,-,8-14,12-18
37050140,,- -,-,,Avançado Interior,25,10,0,"2,49","0,28","2,45","0,67",27%,5,"3,06","0,34","29,26","2,00","1,89",82%,-,-,-,"0,56","2,78","3,00","0,00","0,00","1,78",80%,"4,56","5,90",7.14,120M R$ - 185M R$,,Bastante Forte,Muito Forte,NED,SUR,178 cm,,-,-,1-4,1-4,15,11-14,9-13,1-5,11-14,10-14,13-16,7,8-12,1-4,12-15,2-5,9-13,12-16,9-12,5-9,12-15,13-16,1-2,14,12-15,14,14-18,9,9-12,1-4,2-5,4-7,4-8,13-16,2-6,9-12,13,1-2,5-8,15,1-4,12-15,11-14,10-13,13-16,10-14,1-2,14,10-14
14181375,,- -,-,,Extremo,25,7 (1),3,"1,44","0,26","3,22","1,25",39%,1,"0,96","0,17","31,67","2,50","2,33",80%,-,-,-,"0,72","4,29","2,33","0,18","0,00","3,58",91%,"6,08","6,26",7.28,115M R$ - 145M R$,,Muito Forte,Fraco,ARG,ITA,180 cm,,-,-,1-3,1-3,16,12-16,16-19,3-6,11-15,14-17,14-17,15,6-9,1-5,12-16,2-6,7-10,14-17,8-12,5-8,16-20,11-14,1,12,14-18,11,12-15,12,10-14,1-4,1-4,3-7,7-10,5-8,1-4,13-17,14,1-4,4-7,15,1-4,9-13,9-13,13-17,11-15,10-13,1-2,16,12-15
67260440,Trn,- -,-,,Extremo,22,8,2,"0,70","0,10","1,76","0,73",42%,0,"0,53","0,08","27,01","2,35","2,20",84%,-,-,-,"0,44","4,11","2,79","0,00","0,29","2,35",84%,"4,99","5,73",6.90,Não está à venda,,Muito Forte,Razoável,ESP,,175 cm,Alegre,-,-,3,1,16,15,10,2,14,12,9,8,10,1,11,1,11,14,12,5,15,14,1,13,16,8,17,7,12,2,3,6,7,10,6,10,12,2,5,13,3,11,13,14,14,10,2,14,13
14157184,,- -,-,,Construtor de Jogo Avançado,24,2 (2),0,"0,00","0,00",-,-,-,1,"0,56","0,30","41,29","2,65","3,18",74%,-,-,-,"1,06","5,82",-,"0,00","0,00","1,06",100%,"3,71","11,12",6.85,210M R$ - 340M R$,,Fraco,Muito Forte,ARG,,174 cm,,-,-,-,-,10-16,8-13,12-18,-,-,11-17,12-17,5-12,-,-,10-15,-,-,11-17,13-20,-,9-14,9-14,-,12-17,10-15,7-12,14-19,9-14,12-19,-,-,-,-,-,-,13-18,13-19,-,-,10-15,-,13-20,12-19,11-16,14-20,9-16,-,8-15,11-18
93065023,,- -,-,,Mezzala,24,7,1,"0,96","0,14","2,50","0,74",29%,3,"1,42","0,21","42,57","2,50","0,74",82%,-,-,-,"0,00","0,15","1,62","0,00","0,00","1,47",83%,"3,98","9,72",7.04,105M R$ - 140M R$,,Razoável,Muito Forte,SWE,,185 cm,,-,-,1-4,1-3,9-13,12-16,10-14,1-5,12-16,11-15,11-15,9-13,12-18,1-3,9-15,1-4,10-16,7-11,11-15,10-14,10-16,12-16,1-6,9-13,12-16,8-14,12-18,10-16,12-16,1,1-4,1-6,3-7,11-15,9-15,11-15,9-13,2-6,10-14,10-16,1-5,13-17,13-17,14-18,12-16,10-14,1-7,13-17,12-16
19334410,,- -,-,,Avançado Interior,24,9,0,"1,63","0,21","1,38","0,76",55%,2,"1,99","0,25","24,04","1,38","1,64",89%,-,-,-,"0,00","0,25","0,88","0,25","0,00","1,76",74%,"3,65","1,01",6.71,210M R$ - 320M R$,,Bastante Forte,Muito Forte,BRA,,183 cm,Bastante Determinado,-,-,3-5,1-3,15,15,16,3-5,10-13,12,15,11,11-13,2-4,12,2-4,5-7,12,8,6-8,15,14,1-3,15,17,12,17,13,12,2-5,2-4,4-6,10,11-13,3-5,13,14,1-3,3-5,15,1,16,13,12,17,7,1-3,15,11
29179717,Ass,- -,-,,Extremo invertido,23,7 (2),2,"1,80","0,29","1,45","1,13",78%,1,"0,25","0,04","31,77","1,45","0,97",82%,-,-,-,"0,00","3,87","2,90","0,00","0,00","2,90",100%,"4,03","2,42",6.89,300M R$ - 370M R$,,Muito Forte,Razoável,POR,,172 cm,,-,-,-,-,14-19,11-16,6-11,-,-,11-16,4-11,5-12,-,-,11-16,-,-,10-15,6-11,-,15-20,6-13,-,8-15,15-20,7-12,13-19,4-10,5-10,-,-,-,-,-,-,6-11,10-15,-,-,13-18,-,7-12,7-12,11-16,9-14,9-16,-,14-20,9-16
19302456,,- -,-,,Mezzala,25,0 (10),2,"0,76","0,40","4,26","3,20",75%,0,"0,01","0,01","43,67","1,60","0,53",85%,-,-,-,"8,52","33,02","1,07","0,00","0,00","2,66",100%,"4,79","14,91",6.98,330M R$ - 470M R$,,Razoável,Muito Forte,BRA,,178 cm,Equilibrado,-,-,3,3,14,14,13,1,14,15,12,12,15,1,15,2,12,8,13,14,13,13,1,12,12,13,15,11,14,3,2,9,12,10,14,11,14,1,11,14,1,13,15,14,15,13,3,13,13
48044574,Ass,- -,-,,Extremo,24,8 (3),2,"1,48","0,19","2,08","0,91",44%,1,"1,75","0,23","29,91","3,90","1,56",77%,-,-,-,"0,52","1,82","3,25","0,00","0,00","2,21",85%,"5,98","5,33",7.30,220M R$ - 360M R$,,Muito Forte,Razoável,FRA,MLI,171 cm,,-,-,-,-,13-20,14-20,6-13,-,-,8-15,5-10,7-12,-,-,10-15,-,-,7-14,8-14,-,9-14,9-14,-,7-12,14-20,8-13,13-18,4-9,9-15,-,-,-,-,-,-,8-15,8-15,-,-,10-15,-,8-14,11-17,12-19,11-17,12-17,-,18-20,12-17
49054676,,- -,-,,Extremo invertido,25,8,3,"2,33","0,33","2,30","1,44",63%,0,"0,06","0,01","26,45","1,29","0,72",83%,-,-,-,"0,00","1,44","1,87","0,14","0,00","1,58",100%,"2,44","5,18",6.67,115M R$ - 165M R$,,Fraco,Muito Forte,COD,,189 cm,Bastante Ambicioso,-,-,1,2,15,14,14,2,12,14,14,9,7,1,12,2,10,10,13,7,12,15,1,11,14,13,17,12,13,2,1,5,6,7,7,14,13,1,7,13,2,11,13,14,14,14,3,16,12
16202373,Ass,- -,-,,Extremo invertido,22,1,0,"0,17","0,17","3,00","2,00",67%,0,"0,07","0,07","52,00","3,00","1,00",81%,-,-,-,"0,00","1,00","3,00","0,00","0,00","0,00",0%,"1,00","10,00",6.90,170M R$ - 210M R$,,Bastante Forte,Muito Forte,HUN,,186 cm,,-,-,-,-,15-20,-,8-13,-,-,13-18,-,7-12,-,-,10-17,-,-,13-18,8-15,-,13-20,9-14,-,9-14,10-16,10-17,11-16,8-13,9-16,-,-,-,-,-,-,13-19,14-19,-,-,12-19,-,10-17,8-15,11-17,11-18,12-17,-,13-18,12-17
48031455,,- -,-,,Organizador Aberto,25,0 (6),1,"0,26","0,17","2,61","0,65",25%,0,"0,00","0,00","31,30","1,30","0,65",91%,-,-,-,"0,00","0,00","3,26","0,00","0,00","1,30",67%,"3,91","8,48",6.83,39M R$ - 50M R$,,Razoável,Muito Forte,FRA,ALG,175 cm,,-,-,1-3,3-6,13,12-16,8-11,1,9-13,13-16,9-13,7,11-14,2-5,12-16,1-4,9-12,9-12,12-15,5-8,10-14,11-15,1-4,11,12-16,10,13-16,7,11-14,2-5,1-4,3-7,12-15,12-16,8-11,9-13,16,1-4,11-15,16,2-6,9-12,13-16,11-15,16-19,12-15,1-3,13,13-16
37055844,Trn,- -,-,,Avançado Interior,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35M R$,,Razoável,Muito Forte,NED,SUR,178 cm,Equilibrado,-,35M R$,3,2,16,15,11,1,12,12,12,12,8,1,12,1,13,8,10,6,14,14,3,14,13,12,14,10,12,3,1,4,5,9,5,14,11,3,5,14,2,11,14,13,14,12,3,16,10
28115788,,- -,-,,Extremo invertido,22,1 (7),1,"0,82","0,31","3,06","1,15",38%,0,"0,17","0,07","38,68","3,83","1,15",88%,-,-,-,"0,38","0,77","2,30","0,00","0,00","1,91",71%,"6,89","6,89",6.72,120M R$ - 170M R$,,Razoável,Muito Forte,ENG,,185 cm,Cheio de Energia,-,-,2,1,14,15,11,4,14,12,11,8,11,4,15,1,13,13,13,9,15,14,3,11,16,11,15,10,14,3,2,7,11,11,11,13,14,2,10,16,2,12,13,14,15,15,2,13,14
14077011,Ass,- -,-,,Médio Recuperador de Bolas,25,0 (8),0,"0,59","0,32","1,64","0,55",33%,0,"0,31","0,17","55,09","3,27","1,09",89%,-,-,-,"0,00","0,00","1,09","0,00","0,00","3,27",86%,"4,91","15,27",6.62,115M R$ - 150M R$,,Razoável,Muito Forte,ARG,ITA,179 cm,,-,-,-,-,10-17,8-13,12-19,-,-,13-20,15-20,10-16,-,-,-,-,-,9-16,-,13-19,14-19,11-16,-,9-14,6-11,9-14,9-16,6-13,13-18,-,-,-,8-15,-,-,-,13-20,-,12-17,13-18,-,8-13,14-19,8-13,12-17,11-17,-,9-15,11-17
29159400,,- -,-,,Extremo invertido,24,9,4,"3,80","0,46","2,65","1,45",55%,0,"0,34","0,04","23,01","0,60","0,48",88%,-,-,-,"0,00","0,24","1,20","0,00","0,00","0,72",75%,"2,65","2,17",6.62,31M R$ - 50M R$,,Bastante Forte,Muito Forte,CHI,ENG,186 cm,,-,-,-,-,10-15,12-17,5-10,-,-,10-15,9-15,9-14,-,-,8-15,-,-,4-9,9-14,-,8-15,9-15,-,11-17,14-19,10-17,8-15,12-19,13-18,-,-,-,-,-,-,13-18,6-11,-,-,7-14,-,10-15,12-17,12-17,11-16,12-17,-,12-17,7-12
53101282,Ass,- -,-,,Construtor de Jogo Recuado,25,0 (2),0,"0,32",-,-,-,0%,0,"0,00",-,-,-,-,79%,-,-,-,-,-,-,-,-,-,100%,-,-,6.10,70M R$ - 100M R$,,Razoável,Muito Forte,NOR,,195 cm,Bastante Ambicioso,-,-,3,1,13,13,12,1,14,14,10,9,9,1,13,2,14,11,13,12,14,14,2,10,12,13,11,13,12,3,3,6,11,9,11,12,13,1,12,12,3,10,14,13,14,13,2,13,13
48042766,,- -,-,,Extremo,25,11 (1),3,"3,45","0,38","2,54","1,11",43%,0,"0,42","0,05","35,16","2,43","0,77",83%,-,-,-,"0,33","2,65","2,76","0,00","0,00","2,54",85%,"4,53","5,20",6.78,130M R$,,Fraco,Muito Forte,SEN,,185 cm,,-,-,1-3,2-6,15,13-16,9-13,1-4,10-13,13-17,11-14,8,10-13,1-4,8-11,1,11-14,10-14,10-14,4-8,11-14,13-16,2-5,13,12-15,12,14-17,12,11-15,1-4,1-3,3-6,4-8,9-12,6-9,12-15,12,1-3,6-9,12,2-5,12-16,13-17,12-15,12-16,7-11,3-6,18,8-12
48042326,,- -,-,,Médio Recuperador de Bolas,23,5,0,"1,52","0,31","2,88","0,41",14%,3,"2,23","0,46","56,43","7,21","2,06",89%,-,-,-,"0,21","0,41","0,82","0,00","0,21","2,47",86%,"4,53","14,00",7.58,920M R$,,Razoável,Muito Forte,FRA,CMR,187 cm,Cheio de Energia,-,-,2,4,14,14,16,1,17,16,16,14,8,1,15,1,15,10,15,16,16,15,2,6,12,16,13,15,16,1,2,8,11,6,15,10,15,1,15,14,1,13,17,13,14,15,2,14,15
16253898,,- -,-,,Extremo invertido,22,5 (3),2,"1,05","0,23","1,73","0,43",25%,2,"0,69","0,15","33,45","1,94","1,08",82%,-,-,-,"0,00","3,88","3,45","0,22","0,00","2,81",81%,"3,88","5,61",6.95,200M R$ - 290M R$,,Bastante Forte,Muito Forte,AUT,,182 cm,Perfeccionista,-,-,2,3,15,14,15,4,11,13,16,8,12,3,11,1,11,10,12,11,16,11,2,10,15,11,15,11,15,1,2,4,5,12,8,6,11,3,9,12,1,11,13,12,13,15,2,14,12
